Leads,MQL,SQL,Lead_Recebido,Qualificacao_Inicial,Oportunidade,Reuniao_Agendada,Semana_Atual,Semana_Anterior,Investimento,Impressoes,Alcance,Conversoes
169,90,79,3,37,16,10,64,52,2679.12,88200,43020,459
